,gene_name,chr,orientation,start,end,goi,locus_name,tair_name,object_name,relationship,ontology,go_id,tair_id,Aspect,goslim,evidence_code,evidence_description,evidence_with,reference,annotator,date,set
780,ER-ANT1,5,R,5728789,5730376,False,AT5G17400,locus:2178925,AT5G17400,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501724074|PMID:18296626  ,TAIR,2008-03-24,2
781,BBM,5,R,5742542,5745568,False,AT5G17430,locus:2178915,AT5G17430,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,IMP,none,NONE,Publication:2476|PMID:9636071   ,TIGR,2016-08-29,1
782,BBM,5,R,5742542,5745568,False,AT5G17430,locus:2178915,AT5G17430,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,IMP,none,NONE,Publication:2476|PMID:9636071   ,TIGR,2016-08-29,1
783,RGL3,5,R,5764063,5766077,False,AT5G17490,locus:2157477,AT5G17490,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501793545,Houxingliang,2021-03-19,2
784,RGL3,5,R,5764063,5766077,False,AT5G17490,locus:2157477,AT5G17490,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501793545,Houxingliang,2021-03-19,2
785,RGL3,5,R,5764063,5766077,False,AT5G17490,locus:2157477,AT5G17490,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,Analysis of overexpression/ectopic expression phenotype,NONE,Publication:501793545,Houxingliang,2021-03-19,2
786,BUD2,5,R,6311725,6313323,False,AT5G18930,locus:2144985,AT5G18930,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501719089|PMID:16699540  ,,2021-03-31,1
787,BUD2,5,R,6311725,6313323,False,AT5G18930,locus:2144985,AT5G18930,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501719089|PMID:16699540  ,,2021-03-31,1
788,XIK,5,R,6926623,6937506,False,AT5G20490,locus:2149932,AT5G20490,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:At1g17580,Publication:501729398|PMID:19060218  ,TAIR,2018-10-31,1
789,XIK,5,R,6926623,6937506,False,AT5G20490,locus:2149932,AT5G20490,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:At1g17580,Publication:501729398|PMID:19060218  ,TAIR,2018-10-31,1
790,AGO9,5,F,7192239,7198324,False,AT5G21150,locus:2179008,AT5G21150,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501736487|PMID:20208518  ,TAIR,2010-05-16,1
791,AGO9,5,F,7192239,7198324,False,AT5G21150,locus:2179008,AT5G21150,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501736487|PMID:20208518  ,TAIR,2010-05-16,1
792,AGO9,5,F,7192239,7198324,False,AT5G21150,locus:2179008,AT5G21150,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501736487|PMID:20208518  ,TAIR,2010-05-16,1
793,RER1,5,R,7599146,7601690,False,AT5G22790,locus:2158155,AT5G22790,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IBA,none,PANTHER:PTN001256994|TAIR:locus:2065649,Communication:501741973,,2021-03-31,1
794,RER1,5,R,7599146,7601690,False,AT5G22790,locus:2158155,AT5G22790,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IBA,none,PANTHER:PTN001256994|TAIR:locus:2065649,Communication:501741973,,2021-03-31,1
795,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501719684|PMID:16925602  ,TAIR,2006-09-18,2
796,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IGI,double mutant analysis,AGI_LocusCode:AT4G09960,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,1
797,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501719684|PMID:16925602  ,TAIR,2006-09-18,1
798,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501719684|PMID:16925602  ,TAIR,2006-09-18,1
799,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT4G09960,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,2
800,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501719684|PMID:16925602  ,TAIR,2006-09-18,2
801,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT4G09960,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,1
802,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501719684|PMID:16925602  ,TAIR,2006-09-18,1
803,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501719684|PMID:16925602  ,TAIR,2006-09-18,2
804,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT4G09960,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,2
805,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT4G09960,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,1
806,AT5G23260,5,F,7836096,7838505,False,AT5G23260,locus:2166766,AT5G23260,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT4G09960,Publication:501746131|PMID:22176531  ,TAIR,2012-01-18,2
807,SWEET12,5,R,7971651,7973925,False,AT5G23660,locus:2171721,AT5G23660,involved in,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,none,,Publication:501763413|PMID:25794936  ,,2021-03-31,2
808,SWEET12,5,R,7971651,7973925,False,AT5G23660,locus:2171721,AT5G23660,involved in,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,none,,Publication:501763413|PMID:25794936  ,,2021-03-31,2
809,SWEET12,5,R,7971651,7973925,False,AT5G23660,locus:2171721,AT5G23660,involved in,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,none,,Publication:501763413|PMID:25794936  ,,2021-03-31,2
810,YSL2,5,F,8323895,8326705,False,AT5G24380,locus:2152896,AT5G24380,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IBA,none,PANTHER:PTN001270331|TAIR:locus:2134956|TAIR:locus:2168656,Communication:501741973,,2024-02-15,2
811,YSL2,5,F,8323895,8326705,False,AT5G24380,locus:2152896,AT5G24380,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IBA,none,PANTHER:PTN001270331|TAIR:locus:2134956|TAIR:locus:2168656,Communication:501741973,,2024-02-15,2
812,YSL2,5,F,8323895,8326705,False,AT5G24380,locus:2152896,AT5G24380,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IBA,none,PANTHER:PTN001270331|TAIR:locus:2134956|TAIR:locus:2168656,Communication:501741973,,2024-02-15,2
813,AT5G24690,5,R,8455457,8458751,False,AT5G24690,locus:2176826,AT5G24690,involved in,plant organ development,GO:0099402,51097,P,multicellular organism development,IBA,none,PANTHER:PTN001256994|TAIR:locus:2065649,Communication:501741973,,2021-03-31,1
814,AT5G24690,5,R,8455457,8458751,False,AT5G24690,locus:2176826,AT5G24690,involved in,plant organ development,GO:0099402,51097,P,anatomical structure development,IBA,none,PANTHER:PTN001256994|TAIR:locus:2065649,Communication:501741973,,2021-03-31,1
815,ARF8,5,F,14630028,14634387,False,AT5G37020,locus:2152642,AT5G37020,acts upstream of negative effect,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,,Publication:501719241|PMID:16829592  ,TAIR,2021-04-12,1
816,ARF8,5,F,14630028,14634387,False,AT5G37020,locus:2152642,AT5G37020,acts upstream of negative effect,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,,Publication:501719241|PMID:16829592  ,TAIR,2021-04-12,1
817,AATP1,5,R,16020218,16021762,False,AT5G40010,locus:2178067,AT5G40010,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501741946|PMID:21359673  ,TAIR,2011-04-20,1
818,AATP1,5,R,16020218,16021762,False,AT5G40010,locus:2178067,AT5G40010,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501741946|PMID:21359673  ,TAIR,2011-04-20,2
819,AATP1,5,R,16020218,16021762,False,AT5G40010,locus:2178067,AT5G40010,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501741946|PMID:21359673  ,TAIR,2011-04-20,1
820,AATP1,5,R,16020218,16021762,False,AT5G40010,locus:2178067,AT5G40010,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501741946|PMID:21359673  ,TAIR,2011-04-20,2
821,AATP1,5,R,16020218,16021762,False,AT5G40010,locus:2178067,AT5G40010,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501741946|PMID:21359673  ,TAIR,2011-04-20,2
822,MYB115,5,F,16145141,16146621,False,AT5G40360,locus:2170583,AT5G40360,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT3G27785,Publication:501771760|PMID:27681170  ,sbaud,2016-10-05,2
823,MYB115,5,F,16145141,16146621,False,AT5G40360,locus:2170583,AT5G40360,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT3G27785,Publication:501771760|PMID:27681170  ,sbaud,2016-10-05,2
824,MYB115,5,F,16145141,16146621,False,AT5G40360,locus:2170583,AT5G40360,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT3G27785,Publication:501771760|PMID:27681170  ,sbaud,2016-10-05,2
825,BEL1,5,F,16580044,16584008,False,AT5G41410,locus:2177856,AT5G41410,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501678277,TAIR,2008-01-08,1
826,BEL1,5,F,16580044,16584008,False,AT5G41410,locus:2177856,AT5G41410,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501678277,TAIR,2008-01-08,1
827,BEL1,5,F,16580044,16584008,False,AT5G41410,locus:2177856,AT5G41410,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501678277,TAIR,2008-01-08,1
828,UBC8,5,F,16675582,16677509,False,AT5G41700,locus:2160462,AT5G41700,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IEP,Transcript levels (e.g. RT-PCR),NONE,Publication:501745186|PMID:21914649  ,TAIR,2011-10-31,2
829,UBC8,5,F,16675582,16677509,False,AT5G41700,locus:2160462,AT5G41700,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IEP,Transcript levels (e.g. RT-PCR),NONE,Publication:501745186|PMID:21914649  ,TAIR,2011-10-31,2
830,UBC8,5,F,16675582,16677509,False,AT5G41700,locus:2160462,AT5G41700,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IEP,Transcript levels (e.g. RT-PCR),NONE,Publication:501745186|PMID:21914649  ,TAIR,2011-10-31,2
831,ATS,5,R,17073779,17075856,False,AT5G42630,locus:2163852,AT5G42630,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501682175|PMID:12244241  ,TAIR,2006-05-10,1
832,ATS,5,R,17073779,17075856,False,AT5G42630,locus:2163852,AT5G42630,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501682175|PMID:12244241  ,TAIR,2006-05-10,1
833,ATS,5,R,17073779,17075856,False,AT5G42630,locus:2163852,AT5G42630,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501682175|PMID:12244241  ,TAIR,2006-05-10,1
834,SCP2,5,R,17194197,17196032,False,AT5G42890,locus:2159966,AT5G42890,involved in,seed morphogenesis,GO:0048317,18546,P,multicellular organism development,IMP,none,,Publication:501727534|PMID:18687588  ,,2021-03-31,2
835,SCP2,5,R,17194197,17196032,False,AT5G42890,locus:2159966,AT5G42890,involved in,seed morphogenesis,GO:0048317,18546,P,post-embryonic development,IMP,none,,Publication:501727534|PMID:18687588  ,,2021-03-31,2
836,SCP2,5,R,17194197,17196032,False,AT5G42890,locus:2159966,AT5G42890,involved in,seed morphogenesis,GO:0048317,18546,P,anatomical structure development,IMP,none,,Publication:501727534|PMID:18687588  ,,2021-03-31,2
837,HOT5,5,F,17684156,17686534,False,AT5G43940,locus:2172452,AT5G43940,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501724373|PMID:18326829  ,TAIR,2008-07-11,2
838,HOT5,5,F,17684156,17686534,False,AT5G43940,locus:2172452,AT5G43940,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501724373|PMID:18326829  ,TAIR,2008-07-11,2
839,HOT5,5,F,17684156,17686534,False,AT5G43940,locus:2172452,AT5G43940,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501724373|PMID:18326829  ,TAIR,2008-07-11,2
840,CRA1,5,R,17756264,17758288,False,AT5G44120,locus:2167654,AT5G44120,involved in,seed maturation,GO:0010431,27133,P,anatomical structure development,IDA,none,,Publication:501682551|PMID:12417707  ,,2021-03-31,2
841,CRA1,5,R,17756264,17758288,False,AT5G44120,locus:2167654,AT5G44120,involved in,seed maturation,GO:0010431,27133,P,post-embryonic development,IDA,none,,Publication:501682551|PMID:12417707  ,,2021-03-31,2
842,CRA1,5,R,17756264,17758288,False,AT5G44120,locus:2167654,AT5G44120,involved in,seed maturation,GO:0010431,27133,P,multicellular organism development,IDA,none,,Publication:501682551|PMID:12417707  ,,2021-03-31,2
843,RHA1,5,F,18540850,18542863,False,AT5G45710,locus:2172003,AT5G45710,acts upstream of or within,fruit morphogenesis,GO:0048530,20948,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501724632|PMID:18381353  ,TAIR,2008-06-13,1
844,RHA1,5,F,18540850,18542863,False,AT5G45710,locus:2172003,AT5G45710,acts upstream of or within,fruit morphogenesis,GO:0048530,20948,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501724632|PMID:18381353  ,TAIR,2008-06-13,1
845,CUL4,5,R,18731418,18736810,False,AT5G46210,locus:2162060,AT5G46210,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501723872|PMID:18223036  ,TAIR,2008-03-08,1
846,CUL4,5,R,18731418,18736810,False,AT5G46210,locus:2162060,AT5G46210,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501723872|PMID:18223036  ,TAIR,2008-03-08,1
847,MIR160C,5,R,19009098,19009178,False,AT5G46845,locus:1009023471,AT5G46845,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501723012|PMID:17672844  ,TAIR,2008-01-25,1
848,MIR160C,5,R,19009098,19009178,False,AT5G46845,locus:1009023471,AT5G46845,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501723012|PMID:17672844  ,TAIR,2008-01-25,1
849,MYBH,5,F,19226790,19228858,False,AT5G47390,locus:2171519,AT5G47390,involved in,post-embryonic plant organ morphogenesis,GO:0090697,52624,P,multicellular organism development,IMP,none,,Publication:501756058|PMID:23888064  ,,2021-03-31,1
850,MYBH,5,F,19226790,19228858,False,AT5G47390,locus:2171519,AT5G47390,involved in,post-embryonic plant organ morphogenesis,GO:0090697,52624,P,post-embryonic development,IMP,none,,Publication:501756058|PMID:23888064  ,,2021-03-31,1
851,MYBH,5,F,19226790,19228858,False,AT5G47390,locus:2171519,AT5G47390,involved in,post-embryonic plant organ morphogenesis,GO:0090697,52624,P,anatomical structure development,IMP,none,,Publication:501756058|PMID:23888064  ,,2021-03-31,1
852,OVA2,5,R,19874944,19883297,False,AT5G49030,locus:2154349,AT5G49030,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
853,OVA2,5,R,19874944,19883297,False,AT5G49030,locus:2154349,AT5G49030,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
854,OVA2,5,R,19874944,19883297,False,AT5G49030,locus:2154349,AT5G49030,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
855,SUS2,5,R,19943282,19947189,False,AT5G49190,locus:2155894,AT5G49190,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,biochemical/chemical analysis,NONE,Publication:501738163|PMID:20559653  ,TAIR,2010-07-14,2
856,SUS2,5,R,19943282,19947189,False,AT5G49190,locus:2155894,AT5G49190,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,biochemical/chemical analysis,NONE,Publication:501738163|PMID:20559653  ,TAIR,2010-07-14,2
857,SUS2,5,R,19943282,19947189,False,AT5G49190,locus:2155894,AT5G49190,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,biochemical/chemical analysis,NONE,Publication:501738163|PMID:20559653  ,TAIR,2010-07-14,2
858,SWEET13,5,R,20665077,20667304,False,AT5G50800,locus:2157951,AT5G50800,acts upstream of or within,seed growth,GO:0080112,32018,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT4G25010,Publication:501772064|PMID:27782132  ,TAIR,2017-02-22,2
859,SWEET13,5,R,20665077,20667304,False,AT5G50800,locus:2157951,AT5G50800,acts upstream of or within,seed growth,GO:0080112,32018,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT4G25010,Publication:501772064|PMID:27782132  ,TAIR,2017-02-22,2
860,SWEET13,5,R,20665077,20667304,False,AT5G50800,locus:2157951,AT5G50800,acts upstream of or within,seed growth,GO:0080112,32018,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT4G25010,Publication:501772064|PMID:27782132  ,TAIR,2017-02-22,2
861,SWEET13,5,R,20665077,20667304,False,AT5G50800,locus:2157951,AT5G50800,acts upstream of or within,seed growth,GO:0080112,32018,P,growth,IGI,double mutant analysis,AGI_LocusCode:AT4G25010,Publication:501772064|PMID:27782132  ,TAIR,2017-02-22,2
862,OVA6,5,F,21311063,21314180,False,AT5G52520,locus:2184630,AT5G52520,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718783|PMID:16517761  ,TAIR,2007-05-21,2
863,OVA6,5,F,21311063,21314180,False,AT5G52520,locus:2184630,AT5G52520,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501718783|PMID:16517761  ,TAIR,2007-05-21,2
864,OVA6,5,F,21311063,21314180,False,AT5G52520,locus:2184630,AT5G52520,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718783|PMID:16517761  ,TAIR,2007-05-21,2
865,OVA6,5,F,21311063,21314180,False,AT5G52520,locus:2184630,AT5G52520,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
866,OVA6,5,F,21311063,21314180,False,AT5G52520,locus:2184630,AT5G52520,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
867,OVA6,5,F,21311063,21314180,False,AT5G52520,locus:2184630,AT5G52520,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718049|PMID:16297076  ,TAIR,2005-12-19,1
868,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,involved in,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,none,,Publication:501723081|PMID:17892448  ,,2021-03-31,2
869,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,involved in,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,none,,Publication:501722559|PMID:17557808  ,,2021-03-31,2
870,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,involved in,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,none,,Publication:501722559|PMID:17557808  ,,2021-03-31,2
871,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,involved in,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,none,,Publication:501722559|PMID:17557808  ,,2021-03-31,2
872,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501723081|PMID:17892448  ,TAIR,2007-11-13,2
873,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,involved in,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,none,,Publication:501723081|PMID:17892448  ,,2021-03-31,2
874,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501723081|PMID:17892448  ,TAIR,2007-11-13,2
875,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501723081|PMID:17892448  ,TAIR,2007-11-13,2
876,PKP-BETA1,5,F,21463538,21466880,False,AT5G52920,locus:2176912,AT5G52920,involved in,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,none,,Publication:501723081|PMID:17892448  ,,2021-03-31,2
877,TRY,5,F,21582774,21584145,False,AT5G53200,locus:2163766,AT5G53200,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,phenotype of allelic variants,NONE,Publication:501792636|PMID:3793867   ,calonso,2021-01-27,1
878,TRY,5,F,21582774,21584145,False,AT5G53200,locus:2163766,AT5G53200,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,phenotype of allelic variants,NONE,Publication:501792636|PMID:3793867   ,calonso,2021-01-27,1
879,ACBP1,5,F,21710351,21712611,False,AT5G53470,locus:2178426,AT5G53470,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT4G12110,Publication:501775374|PMID:28500265  ,sclung,2017-08-30,2
880,ACBP1,5,F,21710351,21712611,False,AT5G53470,locus:2178426,AT5G53470,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT4G12110,Publication:501775374|PMID:28500265  ,sclung,2017-08-30,2
881,ACBP1,5,F,21710351,21712611,False,AT5G53470,locus:2178426,AT5G53470,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT4G12110,Publication:501775374|PMID:28500265  ,sclung,2017-08-30,2
882,YSL3,5,F,21755291,21758921,False,AT5G53550,locus:2168656,AT5G53550,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IBA,none,PANTHER:PTN001270331|TAIR:locus:2134956|TAIR:locus:2168656,Communication:501741973,,2024-02-15,2
883,YSL3,5,F,21755291,21758921,False,AT5G53550,locus:2168656,AT5G53550,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT4G24120,Publication:501738493|PMID:20625001  ,TAIR,2010-12-01,2
884,YSL3,5,F,21755291,21758921,False,AT5G53550,locus:2168656,AT5G53550,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IBA,none,PANTHER:PTN001270331|TAIR:locus:2134956|TAIR:locus:2168656,Communication:501741973,,2024-02-15,2
885,YSL3,5,F,21755291,21758921,False,AT5G53550,locus:2168656,AT5G53550,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IBA,none,PANTHER:PTN001270331|TAIR:locus:2134956|TAIR:locus:2168656,Communication:501741973,,2024-02-15,2
886,YSL3,5,F,21755291,21758921,False,AT5G53550,locus:2168656,AT5G53550,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT4G24120,Publication:501738493|PMID:20625001  ,TAIR,2010-12-01,2
887,YSL3,5,F,21755291,21758921,False,AT5G53550,locus:2168656,AT5G53550,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT4G24120,Publication:501738493|PMID:20625001  ,TAIR,2010-12-01,2
888,Fh5,5,R,22197629,22202110,False,AT5G54650,locus:2172129,AT5G54650,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT1G02580,Publication:501734738|PMID:19783734  ,TAIR,2009-10-29,2
889,Fh5,5,R,22197629,22202110,False,AT5G54650,locus:2172129,AT5G54650,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT1G02580,Publication:501734738|PMID:19783734  ,TAIR,2009-10-29,2
