locus,gene_name,chr,orientation,start,end,goi
AT5G51920,AT5G51920,5,R,21097106,21098959,False
AT5G51930,AT5G51930,5,F,21101123,21103568,False
AT5G51940,NRPB6A,5,F,21104571,21105947,False
AT5G51950,AT5G51950,5,R,21105909,21108605,False
AT5G51960,AT5G51960,5,F,21110340,21111348,False
AT5G51970,ATSDH,5,F,21111445,21113403,False
AT5G51980,AtC3H63,5,R,21113361,21116197,False
AT5G51990,CBF4,5,R,21117113,21117787,False
AT5G52000,IMPA-8,5,R,21119024,21121119,False
AT5G52010,AT5G52010,5,R,21121483,21122985,False
AT5G52020,AT5G52020,5,R,21123958,21124948,False
AT5G52030,AT5G52030,5,F,21128129,21130090,False
AT5G52040,RS41,5,F,21130320,21133621,False
AT5G52050,DTX50,5,F,21138862,21140643,False
AT5G52055,AT5G52055,5,F,21147955,21148865,False
AT5G52060,BAG1,5,R,21152214,21154244,False
AT5G52065,AT5G52065,5,R,21157312,21158579,False
AT5G52067,AT5G52067,5,R,21160154,21160483,False
AT5G52070,AT5G52070,5,F,21161311,21165025,False
AT5G52080,AT5G52080,5,F,21167243,21167350,False
AT5G52090,AT5G52090,5,R,21167432,21169462,False
AT5G52100,CRR1,5,F,21170145,21172346,False
AT5G52110,HCF208,5,R,21171634,21174005,False
AT5G52120,PP2-A14,5,R,21176422,21180310,False
AT5G52130,AT5G52130,5,R,21182468,21183875,False
AT5G52140,CTL17,5,R,21184522,21186872,False
AT5G52145,AT5G52145,5,F,21188602,21189001,False
AT5G52150,AT5G52150,5,R,21189988,21191303,False
AT5G52160,AT5G52160,5,F,21195044,21195763,False
AT5G52170,AT5G52170,5,F,21196974,21199959,False
AT5G52180,AT5G52180,5,R,21200055,21201610,False
AT5G52190,AT5G52190,5,R,21201730,21202543,False
AT5G52200,I-2,5,R,21202549,21204759,False
AT5G52210,GB1,5,F,21204991,21207098,False
AT5G52220,AT5G52220,5,R,21207097,21207716,False
AT5G52230,MBD13,5,R,21207888,21211986,False
AT5G52240,MSBP1,5,F,21213058,21214739,False
AT5G52250,RUP1,5,F,21216855,21218226,False
AT5G52260,MYB19,5,F,21220165,21221288,False
AT5G52270,SEC222,5,R,21221643,21222600,False
AT5G52272,AT5G52272,5,R,21223178,21223844,False
AT5G52280,AT5G52280,5,F,21226833,21230254,False
AT5G52290,SHOC1,5,R,21230353,21236554,False
AT5G52300,LTI65,5,F,21237056,21239529,False
AT5G52310,LTI78,5,F,21240849,21243613,False
AT5G52320,CYP96A4,5,R,21244978,21246682,False
AT5G52330,AT5G52330,5,R,21247596,21250425,False
AT5G52340,EXO70A2,5,F,21250802,21253939,False
AT5G52350,EXO70A3,5,F,21254911,21257618,False
AT5G52355,AT5G52355,5,R,21257834,21257915,False
AT5G52360,ADF10,5,R,21257934,21259342,False
AT5G52370,AT5G52370,5,R,21260278,21261287,False
AT5G52380,AT5G52380,5,R,21261353,21263151,False
AT5G52390,AT5G52390,5,R,21263936,21265264,False
AT5G52400,CYP715A1,5,F,21272949,21275509,False
AT5G52410,AT5G52410,5,F,21275956,21279444,False
AT5G52415,AT5G52415,5,F,21279904,21281298,False
AT5G52420,PRCE3,5,F,21281773,21282806,False
AT5G52430,AT5G52430,5,R,21282750,21285271,False
AT5G52440,HCF106,5,F,21286760,21288904,False
AT5G52450,AT5G52450,5,R,21288898,21291862,False
AT5G52460,EDA41,5,R,21292375,21293758,False
AT5G52470,FIB1,5,F,21294187,21296704,False
AT5G52471,U60.1F,5,F,21295736,21295809,False
AT5G52480,AT5G52480,5,R,21296833,21297858,False
AT5G52490,AT5G52490,5,F,21298857,21300239,False
AT5G52495,AT5G52495,5,R,21300880,21300963,False
AT5G52500,AT5G52500,5,F,21301525,21302829,False
AT5G52510,SCL8,5,F,21307049,21309302,False
AT5G52520,OVA6,5,F,21311063,21314180,False
AT5G52530,AT5G52530,5,F,21317140,21321236,False
AT5G52540,AT5G52540,5,R,21321428,21323780,False
AT5G52545,AT5G52545,5,R,21323781,21325596,False
AT5G52547,AT5G52547,5,R,21326119,21327471,False
AT5G52550,AT5G52550,5,R,21327712,21330136,False
AT5G52552,AT5G52552,5,R,21327712,21330136,False
AT5G52560,USP,5,F,21330639,21334811,False
AT5G52570,BETA-OHASE 2,5,R,21334793,21337002,False
AT5G52580,AT5G52580,5,F,21337861,21342985,False
AT5G52600,MYB82,5,R,21343102,21343968,False
AT5G52605,AT5G52605,5,R,21345216,21345600,False
AT5G52610,AT5G52610,5,R,21346423,21347478,False
AT5G52620,AT5G52620,5,R,21348554,21349681,False
AT5G52630,MEF1,5,F,21350375,21352141,False
AT5G52640,HSP90.1,5,F,21352399,21355361,False
AT5G52650,AT5G52650,5,R,21355555,21357105,False
AT5G52660,RVE6,5,R,21359059,21362160,False
AT5G52670,AT5G52670,5,F,21363655,21364302,False
AT5G52680,AT5G52680,5,F,21365813,21366863,False
AT5G52690,AT5G52690,5,F,21370499,21371499,False
AT5G52700,AT5G52700,5,F,21372820,21374195,False
AT5G52710,AT5G52710,5,F,21375753,21378172,False
AT5G52720,AT5G52720,5,F,21378857,21379744,False
AT5G52730,AT5G52730,5,F,21380174,21380865,False
AT5G52740,AT5G52740,5,F,21382530,21383180,False
AT5G52750,AT5G52750,5,F,21384043,21384924,False
AT5G52760,AT5G52760,5,F,21386824,21387703,False
AT5G52770,AT5G52770,5,F,21389766,21390189,False
AT5G52780,PAM68L,5,R,21390873,21391474,False
AT5G52790,AT5G52790,5,R,21391717,21394359,False
AT5G52797,MIR870A,5,R,21395545,21395629,False
AT5G52800,PrimPol,5,F,21395944,21399419,False
AT5G52810,SARD4,5,F,21399331,21400603,False
AT5G52815,AT5G52815,5,F,21401144,21401215,False
AT5G52820,NLE,5,F,21401349,21404385,False
AT5G52830,WRKY27,5,F,21410852,21412340,False
AT5G52840,AT5G52840,5,F,21413646,21415006,False
AT5G52850,AT5G52850,5,R,21414935,21417616,False
AT5G52860,ABCG8,5,R,21419776,21421567,False
AT5G52870,MAKR5,5,R,21427947,21429447,False
AT5G52880,AT5G52880,5,R,21431836,21433712,False
AT5G52882,AT5G52882,5,R,21433879,21438659,False
AT5G52890,AT5G52890,5,R,21444835,21447240,False
AT5G52900,MAKR6,5,R,21452442,21453808,False
AT5G52901,AT5G52901,5,F,21454426,21454653,False
AT5G52910,AT5G52910,5,R,21457627,21463159,False
AT5G52920,PKP-BETA1,5,F,21463538,21466880,False
AT5G52930,AtDOB4,5,F,21470299,21471861,False
AT5G52940,AtDOB5,5,F,21472201,21473602,False
AT5G52950,AT5G52950,5,R,21473887,21476939,False
AT5G52960,DUF3143,5,F,21477146,21478437,False
AT5G52965,AT5G52965,5,F,21478841,21479203,False
AT5G52970,AT5G52970,5,F,21479599,21481226,False
AT5G52975,AT5G52975,5,F,21481457,21482035,False
AT5G52980,AT5G52980,5,R,21482160,21483722,False
AT5G52990,AT5G52990,5,F,21483928,21485287,False
AT5G53000,TAP46,5,R,21485455,21487991,False
AT5G53010,AT5G53010,5,R,21488490,21496537,False
AT5G53020,AT5G53020,5,F,21499899,21502401,False
AT5G53030,AT5G53030,5,F,21505074,21506620,False
AT5G53040,RKD4,5,R,21506967,21507948,False
AT5G53045,AT5G53045,5,R,21508385,21509609,False
AT5G53048,AT5G53048,5,F,21509861,21511850,False
AT5G53050,AT5G53050,5,R,21510095,21513576,False
AT5G53060,RCF3,5,F,21515026,21520421,False
AT5G53070,AT5G53070,5,F,21518593,21520421,False
AT5G53080,WTG1,5,F,21520513,21523266,False
AT5G53090,AT5G53090,5,F,21523379,21525697,False
AT5G53100,AT5G53100,5,F,21526250,21528323,False
AT5G53110,ATL96,5,F,21529022,21533159,False
AT5G53120,SPDS3,5,F,21534473,21537816,False
AT5G53130,CNGC1,5,R,21537721,21541029,False
AT5G53135,AT5G53135,5,F,21542929,21546555,False
AT5G53140,AT5G53140,5,F,21548473,21552470,False
AT5G53144,AT5G53144,5,F,21553622,21553720,False
AT5G53150,AT5G53150,5,F,21554791,21557491,False
AT5G53160,RCAR3,5,F,21560718,21562260,False
AT5G53170,FTSH11,5,R,21562747,21568012,False
AT5G53180,PTB2,5,R,21568200,21571902,False
AT5G53190,SWEET3,5,R,21572251,21574329,False
AT5G53200,TRY,5,F,21582774,21584145,False
AT5G53205,AT5G53205,5,R,21585598,21585774,False
AT5G53210,SPCH,5,R,21586606,21588941,False
AT5G53220,AT5G53220,5,F,21595990,21598224,False
AT5G53230,AtDOB6,5,F,21598866,21599942,False
AT5G53240,AtDOB7,5,F,21601481,21602739,False
AT5G53250,AGP22,5,F,21603620,21604231,False
AT5G53260,AT5G53260,5,R,21604662,21605674,False
AT5G53270,AT5G53270,5,R,21606271,21607297,False
AT5G53280,PDV1,5,F,21607507,21609418,False
AT5G53290,CRF3,5,R,21617813,21619267,False
AT5G53300,UBC10,5,R,21632021,21634247,False
AT5G53310,AT5G53310,5,F,21634581,21636355,False
AT5G53320,AT5G53320,5,R,21636241,21638398,False
AT5G53330,AT5G53330,5,F,21639217,21640963,False
AT5G53340,HPGT1,5,R,21640809,21643562,False
AT5G53350,CLPX,5,F,21643898,21647707,False
AT5G53360,SINAT5,5,F,21647902,21649567,False
AT5G53370,PMEI-PME61,5,R,21649532,21651593,False
AT5G53380,AT5G53380,5,F,21654601,21656539,False
AT5G53390,FOP1,5,R,21656734,21659262,False
AT5G53400,BOB1,5,F,21661445,21663572,False
AT5G53410,AT5G53410,5,F,21667939,21668046,False
AT5G53420,CCT101,5,F,21673525,21675733,False
AT5G53430,SDG29,5,F,21677146,21683494,False
AT5G53440,HIZ2,5,R,21683679,21687970,False
AT5G53450,ORG1,5,F,21688763,21692429,False
AT5G53451,AT5G53451,5,F,21693269,21693373,False
AT5G53460,GLT1,5,F,21700202,21710066,False
AT5G53470,ACBP1,5,F,21710351,21712611,False
AT5G53480,KPNB1,5,F,21713366,21717782,False
AT5G53486,AT5G53486,5,F,21721731,21722838,False
AT5G53487,AT5G53487,5,R,21723114,21723184,False
AT5G53490,TL17,5,R,21723307,21724642,False
AT5G53500,AT5G53500,5,R,21725441,21729300,False
AT5G53510,OPT9,5,F,21738849,21742082,False
AT5G53520,OPT8,5,F,21743450,21745981,False
AT5G53530,VPS26A,5,R,21746035,21748595,False
AT5G53540,APP1,5,R,21749286,21751237,False
AT5G53550,YSL3,5,F,21755291,21758921,False
AT5G53560,CB5-E,5,F,21759367,21760578,False
AT5G53570,RabGAP22,5,R,21760590,21763462,False
AT5G53580,PLR1,5,R,21765054,21767000,False
AT5G53588,AT5G53588,5,F,21771811,21772794,False
AT5G53590,SAUR30,5,F,21771811,21772794,False
AT5G53592,AT5G53592,5,F,21773688,21774927,False
AT5G53600,AT5G53600,5,F,21777107,21777442,False
AT5G53610,AT5G53610,5,F,21779061,21779393,False
AT5G53620,AT5G53620,5,F,21780947,21785230,False
AT5G53635,AT5G53635,5,R,21785999,21787444,False
AT5G53640,AT5G53640,5,R,21788311,21790690,False
AT5G53650,AT5G53650,5,F,21791177,21792441,False
AT5G53660,GRF7,5,F,21794536,21796046,False
AT5G53670,AT5G53670,5,F,21796997,21797731,False
AT5G53680,AT5G53680,5,F,21798382,21799109,False
AT5G53690,AT5G53690,5,F,21800487,21800717,False
AT5G53700,AT5G53700,5,F,21801143,21802787,False
AT5G53710,AT5G53710,5,R,21805259,21805794,False
AT5G53720,AT5G53720,5,F,21806622,21807012,False
AT5G53730,NHL26,5,R,21807974,21808810,False
AT5G53740,AT5G53740,5,F,21811633,21814908,False
AT5G53742,AT5G53742,5,F,21813671,21814018,False
AT5G53750,AT5G53750,5,F,21817366,21818843,False
AT5G53760,MLO11,5,F,21822486,21826451,False
AT5G53770,TRL,5,F,21826656,21829983,False
AT5G53775,AT5G53775,5,R,21831518,21836800,False
AT5G53780,AtDOA14,5,R,21839818,21841977,False
AT5G53790,AtDOA15,5,F,21843501,21845261,False
AT5G53800,AT5G53800,5,F,21848135,21850111,False
AT5G53810,AT5G53810,5,R,21850179,21853011,False
AT5G53815,AT5G53815,5,F,21851784,21852218,False
AT5G53820,AT5G53820,5,F,21853397,21854117,False
AT5G53830,MVQ3,5,F,21857050,21857984,False
AT5G53840,AT5G53840,5,R,21859148,21860672,False
AT5G53850,AT5G53850,5,R,21860997,21864973,False
AT5G53860,ANU7,5,F,21865268,21868948,False
AT5G53870,ENODL1,5,R,21869864,21871284,False
AT5G53880,AT5G53880,5,R,21872794,21873303,False
AT5G53890,PSKR2,5,F,21876861,21880461,False
AT5G53895,AT5G53895,5,F,21880619,21881204,False
AT5G53900,AT5G53900,5,R,21881142,21883416,False
AT5G53902,U3B,5,F,21887966,21888667,False
AT5G53905,AT5G53905,5,R,21888148,21889254,False
AT5G53910,AT5G53910,5,F,21890643,21891335,False
AT5G53920,PRMA,5,F,21892124,21894267,False
AT5G53930,AT5G53930,5,R,21894232,21896427,False
AT5G53940,AT5G53940,5,R,21896995,21898610,False
AT5G53950,CUC2,5,R,21901966,21903823,False
AT5G53960,AT5G53960,5,F,21907638,21908666,False
AT5G53970,TAT7,5,F,21910533,21912777,False
AT5G53980,HB52,5,F,21914045,21914749,False
AT5G53990,AT5G53990,5,R,21915550,21917149,False
AT5G54000,AT5G54000,5,R,21917776,21919064,False
AT5G54010,UGT79B6,5,R,21919781,21921189,False
AT5G54020,AT5G54020,5,R,21921864,21923534,False
AT5G54030,AT5G54030,5,R,21925984,21927243,False
AT5G54040,AT5G54040,5,R,21928847,21930637,False
AT5G54045,AT5G54045,5,R,21932253,21933067,False
AT5G54050,AT5G54050,5,R,21933623,21935995,False
AT5G54060,UF3GT,5,R,21936879,21938369,False
AT5G54062,AT5G54062,5,F,21938793,21939623,False
AT5G54064,AT5G54064,5,F,21940180,21941679,False
AT5G54067,AT5G54067,5,R,21941602,21942146,False
AT5G54070,HSFA9,5,F,21943983,21945651,False
AT5G54075,U3D,5,R,21945349,21945709,False
AT5G54080,HGO,5,F,21945869,21948913,False
AT5G54090,AT5G54090,5,R,21948124,21952550,False
AT5G54095,AT5G54095,5,R,21952733,21953507,False
AT5G54100,SLP2,5,R,21953787,21956564,False
AT5G54110,MAMI,5,F,21958214,21960601,False
AT5G54130,AT5G54130,5,F,21962600,21965604,False
AT5G54140,ILL3,5,F,21965833,21968061,False
AT5G54145,AT5G54145,5,F,21972465,21973083,False
AT5G54148,AT5G54148,5,R,21975785,21977104,False
AT5G54150,AT5G54150,5,R,21977461,21978237,False
AT5G54160,OMT1,5,F,21981996,21984363,False
AT5G54165,AT5G54165,5,F,21984569,21984964,False
AT5G54170,AT5G54170,5,R,21984878,21987208,False
AT5G54180,PTAC15,5,F,21988457,21990228,False
AT5G54190,PORA,5,R,21990912,21992812,False
AT5G54200,WDD1,5,R,21993349,21997076,False
AT5G54203,AT5G54203,5,R,22002219,22006640,False
AT5G54206,AT5G54206,5,F,22006903,22008432,False
AT5G54210,AT5G54210,5,F,22008612,22009532,False
AT5G54215,AT5G54215,5,F,22010063,22010410,False
AT5G54220,AT5G54220,5,F,22011349,22011796,False
AT5G54225,LCR83,5,F,22013878,22014321,False
AT5G54230,MYB49,5,R,22016250,22017933,False
AT5G54240,AT5G54240,5,R,22022978,22024461,False
AT5G54250,CNGC4,5,R,22025286,22030099,False
AT5G54260,AT5G54260,5,F,22032069,22037991,False
AT5G54270,LHCB3,5,F,22038273,22039568,False
AT5G54280,ATM2,5,R,22039383,22046298,False
AT5G54290,CcdA,5,F,22051034,22054028,False
AT5G54300,AT5G54300,5,R,22053969,22055430,False
AT5G54310,AGD5,5,R,22057052,22061270,False
AT5G54320,AtDOB8,5,F,22062805,22063914,False
AT5G54330,AtDOB9,5,F,22064993,22066063,False
AT5G54340,AT5G54340,5,F,22066831,22067565,False
AT5G54350,AT5G54350,5,F,22070135,22071347,False
AT5G54360,AT5G54360,5,F,22071862,22072674,False
AT5G54365,AT5G54365,5,F,22074406,22074478,False
AT5G54370,AT5G54370,5,F,22075283,22076777,False
AT5G54375,AT5G54375,5,F,22076862,22076934,False
AT5G54380,THE1,5,R,22077092,22079880,False
AT5G54390,HL,5,F,22085998,22088017,False
AT5G54400,AT5G54400,5,F,22090533,22092126,False
AT5G54410,AT5G54410,5,R,22094247,22094906,False
AT5G54420,AtDOB10,5,F,22095804,22096079,False
AT5G54430,AT5G54430,5,R,22097166,22099758,False
AT5G54440,CLUB,5,F,22099936,22107833,False
AT5G54450,AtDOB11,5,R,22108273,22109379,False
AT5G54460,AT5G54460,5,R,22110425,22110949,False
AT5G54470,BBX29,5,R,22114304,22115472,False
AT5G54480,AT5G54480,5,F,22118004,22120166,False
AT5G54490,PBP1,5,F,22121404,22121931,False
AT5G54500,FQR1,5,F,22124511,22126504,False
AT5G54510,DFL1,5,R,22131093,22133678,False
AT5G54520,PRP17,5,R,22146514,22149120,False
AT5G54530,AT5G54530,5,F,22152725,22154429,False
AT5G54531,AT5G54531,5,F,22154730,22154894,False
AT5G54540,AT5G54540,5,F,22156498,22158054,False
AT5G54550,AtDOB12,5,F,22158401,22159560,False
AT5G54560,AtDOB13,5,F,22161134,22162216,False
AT5G54569,AT5G54569,5,F,22167349,22170538,False
AT5G54570,BGLU41,5,R,22167636,22170235,False
AT5G54580,ORRM2,5,F,22171216,22172977,False
AT5G54585,AT5G54585,5,F,22175539,22176691,False
AT5G54590,CRLK1,5,F,22179753,22182826,False
AT5G54600,RPL24,5,F,22182978,22184567,False
AT5G54610,ANK,5,R,22184779,22186525,False
AT5G54620,AT5G54620,5,R,22187761,22189746,False
AT5G54630,AT5G54630,5,R,22192499,22194308,False
AT5G54640,RAT5,5,F,22196477,22197492,False
AT5G54650,Fh5,5,R,22197629,22202110,False
AT5G54660,AT5G54660,5,F,22203905,22205152,False
AT5G54661,AT5G54661,5,F,22205310,22205758,False
AT5G54670,ATK3,5,F,22209472,22214134,False
AT5G54680,ILR3,5,F,22217055,22219274,False
AT5G54690,GAUT12,5,R,22219224,22221840,False
AT5G54700,AT5G54700,5,R,22223096,22225509,False
AT5G54710,AT5G54710,5,R,22227574,22230500,False
AT5G54720,AT5G54720,5,R,22232195,22232949,False
AT5G54730,G18F,5,R,22233789,22237341,False
AT5G54740,SESA5,5,R,22238358,22239187,False
AT5G54745,DEG16,5,R,22240256,22241233,False
AT5G54750,TRAPPC3,5,F,22241481,22243721,False
AT5G54760,AT5G54760,5,F,22243800,22245770,False
AT5G54770,THI1,5,F,22246592,22248332,False
AT5G54780,AT5G54780,5,R,22248447,22251863,False
AT5G54790,VUP4,5,R,22253986,22255663,False
AT5G54800,GPT1,5,F,22261271,22263921,False
AT5G54810,TSB1,5,R,22264594,22266785,False
AT5G54820,AT5G54820,5,F,22269859,22271777,False
AT5G54830,AT5G54830,5,F,22273070,22276301,False
AT5G54840,SGP1,5,R,22276513,22278423,False
AT5G54850,AT5G54850,5,R,22280583,22282352,False
AT5G54855,AT5G54855,5,F,22282767,22284387,False
AT5G54860,AT5G54860,5,F,22284581,22287206,False
AT5G54865,AT5G54865,5,R,22287626,22287697,False
AT5G54870,AT5G54870,5,F,22289135,22291799,False
AT5G54880,DTWD2B,5,F,22291886,22293300,False
AT5G54890,mCSF2,5,F,22293325,22295144,False
AT5G54900,RBP45A,5,F,22295383,22298346,False
AT5G54910,AT5G54910,5,R,22298557,22301719,False
AT5G54920,AT5G54920,5,F,22302001,22305795,False
AT5G54930,MNM1,5,R,22305733,22307564,False
AT5G54940,AT5G54940,5,R,22308271,22309410,False
AT5G54950,AT5G54950,5,R,22309832,22310242,False
AT5G54960,PDC2,5,R,22310687,22312761,False
AT5G54970,AT5G54970,5,F,22313210,22313764,False
AT5G54980,CASPL2D1,5,F,22315699,22316601,False
AT5G54990,AT5G54990,5,F,22317505,22318185,False
AT5G55000,FIP2,5,F,22318310,22321750,False
AT5G55010,AT5G55010,5,F,22321900,22322229,False
AT5G55020,MYB120,5,R,22324599,22326248,False
AT5G55040,BRD13,5,R,22327195,22331813,False
AT5G55045,AT5G55045,5,R,22338672,22338744,False
AT5G55050,AT5G55050,5,F,22337701,22340100,False
AT5G55055,AT5G55055,5,R,22340501,22340573,False
AT5G55056,AT5G55056,5,F,22340983,22341111,False
AT5G55060,AT5G55060,5,F,22341952,22346577,False
AT5G55070,E2-OGDH2,5,F,22347211,22350817,False
AT5G55080,RAN4,5,R,22351576,22353058,False
AT5G55090,AT5G55090,5,R,22356852,22358198,False
AT5G55100,AT5G55100,5,R,22361102,22364780,False
AT5G55110,AT5G55110,5,F,22367870,22368361,False
AT5G55120,VTC5,5,F,22369095,22371867,False
AT5G55125,AT5G55125,5,F,22372020,22373209,False
AT5G55130,CNX5,5,R,22373168,22376086,False
AT5G55131,AT5G55131,5,F,22376583,22376989,False
AT5G55132,AT5G55132,5,F,22378906,22379548,False
AT5G55135,AT5G55135,5,F,22379921,22380386,False
AT5G55140,AT5G55140,5,F,22380996,22382028,False
AT5G55150,AtFDR2,5,R,22382275,22383392,False
AT5G55160,SUMO2,5,R,22383560,22384925,False
AT5G55170,SUMO3,5,R,22385307,22386114,False
AT5G55180,AT5G55180,5,F,22388782,22390714,False
AT5G55190,RAN3,5,F,22392176,22394172,False
AT5G55200,MGE1,5,F,22394607,22396572,False
AT5G55210,HS1,5,R,22396426,22397446,False
AT5G55220,TIG1,5,F,22397616,22400842,False
AT5G55230,MAP65-1,5,F,22401997,22405492,False
AT5G55240,ATPXG2,5,F,22405926,22407351,False
AT5G55250,IAMT1,5,R,22407473,22410944,False
AT5G55260,PPX2,5,F,22416599,22418864,False
AT5G55270,AtDOB14,5,F,22419157,22420410,False
AT5G55280,FTSZ1-1,5,R,22420652,22422649,False
AT5G55290,VHA-e1,5,R,22422887,22424317,False
AT5G55300,TOP1ALPHA,5,R,22424577,22429502,False
AT5G55310,TOP1BETA,5,R,22430176,22435076,False
AT5G55320,AT5G55320,5,R,22435680,22436699,False
AT5G55330,AT5G55330,5,R,22437825,22438865,False
AT5G55340,AT5G55340,5,R,22439851,22441005,False
AT5G55350,AT5G55350,5,R,22442356,22443393,False
AT5G55360,AT5G55360,5,R,22443724,22444752,False
AT5G55370,AT2,5,R,22445085,22446116,False
AT5G55380,AT5G55380,5,R,22446624,22447898,False
AT5G55390,EDM2,5,R,22447966,22454802,False
AT5G55400,AtFIM4,5,R,22455535,22458950,False
AT5G55410,AT5G55410,5,F,22460550,22461309,False
AT5G55420,AT5G55420,5,F,22461840,22462156,False
AT5G55430,AT5G55430,5,F,22464589,22465218,False
AT5G55440,AtDOA16,5,F,22465693,22467209,False
AT5G55450,AtLTP4.4,5,F,22467430,22468263,False
AT5G55460,AtLTP4.5,5,F,22468687,22469304,False
AT5G55470,NHX3,5,R,22469245,22472706,False
AT5G55480,SVL1,5,F,22474230,22478132,False
AT5G55490,GEX1,5,R,22478712,22481148,False
AT5G55500,XYLT,5,F,22482160,22484631,False
AT5G55505,AT5G55505,5,R,22484770,22484842,False
AT5G55507,AT5G55507,5,R,22485099,22485712,False
AT5G55508,AT5G55508,5,F,22485872,22486015,False
AT5G55510,HP22,5,R,22486426,22488015,False
AT5G55520,AT5G55520,5,R,22488074,22491266,False
AT5G55530,AT5G55530,5,F,22492940,22495956,False
AT5G55540,TRN1,5,R,22496196,22500543,False
AT5G55550,AT5G55550,5,R,22501535,22504052,False
AT5G55560,AT5G55560,5,R,22506302,22507879,False
AT5G55565,AT5G55565,5,R,22510017,22513588,False
AT5G55570,AT5G55570,5,R,22514475,22515458,False
AT5G55580,mTERF9,5,F,22515440,22517929,False
AT5G55590,QRT1,5,F,22519911,22521858,False
AT5G55600,AT5G55600,5,R,22521843,22525645,False
AT5G55610,AT5G55610,5,F,22525807,22528110,False
AT5G55620,AT5G55620,5,F,22530202,22530939,False
AT5G55630,KCO1,5,F,22531358,22533122,False
AT5G55640,AT5G55640,5,R,22533159,22534117,False
AT5G55650,AT5G55650,5,F,22536360,22536824,False
AT5G55660,AT5G55660,5,F,22538613,22543474,False
AT5G55670,AT5G55670,5,R,22543940,22546801,False
AT5G55680,AT5G55680,5,R,22547735,22548361,False
AT5G55690,AGL47,5,R,22548790,22549623,False
AT5G55700,BAM4,5,F,22551747,22554964,False
AT5G55710,Tic20-V,5,R,22554878,22555650,False
AT5G55720,AT5G55720,5,F,22556047,22557725,False
AT5G55730,FLA1,5,R,22558148,22560461,False
AT5G55740,CRR21,5,R,22561941,22564433,False
AT5G55750,AT5G55750,5,R,22564801,22566021,False
AT5G55760,SRT1,5,F,22567222,22570963,False
AT5G55770,AT5G55770,5,F,22571645,22573732,False
AT5G55780,AT5G55780,5,F,22576611,22578668,False
AT5G55790,AT5G55790,5,R,22580670,22581335,False
AT5G55800,AT5G55800,5,F,22581694,22583430,False
AT5G55810,NMNAT,5,R,22583985,22586347,False
AT5G55820,WYR,5,F,22586287,22594035,False
AT5G55830,LecRK-S.7,5,F,22594655,22596843,False
AT5G55835,AT5G55835,5,R,22597012,22597117,False
AT5G55840,AT5G55840,5,F,22598038,22602566,False
AT5G55850,NOI,5,F,22603372,22605268,False
AT5G55855,AT5G55855,5,F,22606254,22606491,False
AT5G55856,AT5G55856,5,F,22607927,22608640,False
AT5G55860,TREPH1,5,F,22609532,22612393,False
AT5G55870,AtDOB15,5,R,22612637,22613311,False
AT5G55875,AT5G55875,5,R,22613519,22617994,False
AT5G55880,AtDOB16,5,R,22619104,22620204,False
AT5G55890,AtDOB17,5,R,22622737,22623837,False
AT5G55893,AT5G55893,5,R,22624738,22625892,False
AT5G55896,AT5G55896,5,R,22628017,22633342,False
AT5G55900,AT5G55900,5,F,22637531,22639761,False
AT5G55910,D6PK,5,R,22639844,22642354,False
AT5G55920,OLI2,5,R,22645483,22649447,False
AT5G55930,OPT1,5,F,22652715,22656106,False
AT5G55940,emb2731,5,R,22655998,22658048,False
AT5G55950,AT5G55950,5,R,22658112,22660434,False
AT5G55960,AT5G55960,5,F,22662576,22665087,False
AT5G55970,DDR1,5,F,22667235,22669545,False
AT5G55980,AT5G55980,5,F,22670301,22670642,False
AT5G55990,CBL2,5,F,22671452,22673855,False
AT5G56000,Hsp81.4,5,R,22677451,22680152,False
AT5G56010,HSP81-3,5,F,22681305,22684129,False
AT5G56020,AT5G56020,5,F,22684405,22686369,False
AT5G56030,HSP81-2,5,F,22686802,22689650,False
AT5G56040,SKM2,5,F,22694878,22698628,False
AT5G56050,NHL43,5,R,22700962,22702116,False
AT5G56060,AT5G56060,5,F,22704008,22704892,False
AT5G56061,AT5G56061,5,R,22705280,22705701,False
AT5G56070,AT5G56070,5,F,22708679,22709204,False
AT5G56075,AT5G56075,5,F,22709756,22710809,False
AT5G56080,NAS2,5,R,22711402,22712364,False
AT5G56090,COX15,5,F,22714518,22716835,False
AT5G56100,AT5G56100,5,F,22717115,22717751,False
AT5G56110,MYB80,5,F,22719191,22720664,False
AT5G56120,AT5G56120,5,F,22721373,22722613,False
AT5G56130,TEX1,5,R,22722482,22725095,False
AT5G56140,KH29,5,F,22725369,22728343,False
AT5G56150,UBC30,5,F,22729176,22731187,False
AT5G56160,AT5G56160,5,F,22731974,22735590,False
AT5G56170,LLG1,5,F,22735915,22737311,False
AT5G56180,ARP8,5,R,22737325,22741031,False
AT5G56190,AT5G56190,5,F,22742005,22745177,False
AT5G56200,AT5G56200,5,F,22747768,22749249,False
AT5G56210,WIP2,5,R,22750555,22752732,False
AT5G56220,TN21,5,F,22754818,22757920,False
AT5G56230,PRA1.G2,5,R,22758768,22759371,False
AT5G56240,AT5G56240,5,R,22759803,22764587,False
AT5G56250,HAP8,5,R,22768577,22772896,False
AT5G56260,AT5G56260,5,R,22775325,22777304,False
AT5G56270,WRKY2,5,F,22779693,22783268,False
AT5G56280,CSN6A,5,R,22783384,22785577,False
AT5G56290,PEX5,5,F,22786506,22792161,False
